ARENDONK;AARDGAS;S31;349073.53;321453.24;304127.96;324055.07;900283.28;1462733.52;1751696.17;2062444.57;2725649.3;2089391.71;1327914.7;918192.35;406432.78;Regio 1
ARENDONK;AARDGAS;S32;435333.89;252285.82;298352.93;347680.64;830702.68;1348090.51;1703629.97;1905963.04;2448819.13;1886131.46;1259968.23;990259.45;484191.65;Regio 1
ARENDONK;AARDGAS;S41;1585206.54;1151533.19;954937.95;1099926.04;3889812.22;6732772.87;8239253.8;9516955.94;12820042.17;10543536.03;6767218.55;4669126.62;1808979.99;Regio 1
ARENDONK;ELEKTRICITEIT;S10;5902204.56;4809279.89;4732110.08;5801438.98;6095556.73;5896269.58;6446897.45;5974310.13;6078440.95;4954973.03;5720679.59;5860541.04;5539723.63;Regio 1
ARENDONK;ELEKTRICITEIT;S11;555021.1;530670.74;527907.07;564583;582490.33;606184.79;687814.81;675063.97;754638.73;742489.12;670115;639651.36;584964.87;Regio 1
ARENDONK;ELEKTRICITEIT;S12;17831.43;37708.24;41185.28;54855.8;53097.21;62862.25;78466.94;187011.81;222516.08;221342.97;216951.79;236037.43;232792.74;Regio 1
ARENDONK;ELEKTRICITEIT;S21;1006619.39;1004928.39;997325.51;982198.27;1034218.07;1027874.9;1144825.49;1107700.61;1271348.09;1248744.82;1140164.59;1083674.12;998434.68;Regio 1
ARENDONK;ELEKTRICITEIT;S22;213620.38;210220.44;203587.8;198397.46;209966.23;238008.07;310853.66;333243.17;398043.12;383581.31;316081.53;260413.23;204372.62;Regio 1
AS;AARDGAS;S31;116348.16;104428.04;101026.8;109722.82;292819.01;516956.38;603204.2;705883.37;864364.3;656532.78;422710.53;297112.9;130997.8;Regio 1
AS;AARDGAS;S32;137655.42;110127.74;98165.63;106619.88;248188.11;404611.13;498076.01;560017.64;719058.79;579089.16;413644.96;233444.17;114555.36;Regio 1
AS;AARDGAS;S41;736683.12;534171.13;441545.92;509266.13;1820123.89;3135118.12;3819923.68;4410115.21;5924070.95;4855495.91;3089845.56;2095439.01;809908.62;Regio 1
AS;ELEKTRICITEIT;R21;0;0;0;0;;;;;;;;;;Regio 1
AS;ELEKTRICITEIT;S10;340247.25;340114.62;334637.56;350466.84;326429.45;326272.05;325045.71;298230.51;337117.48;340005.6;293787.13;327552.38;318881.79;Regio 1
AS;ELEKTRICITEIT;S11;230693.01;228506.61;225985.68;240029.13;246801.16;259446.92;296563.62;287901.36;322487.55;291403.28;275674.18;270139.36;252507.03;Regio 1
AS;ELEKTRICITEIT;S12;58245;34250;36184;52129;48354;48794;51676;46829;53314;45368;43909;65645;38991;Regio 1
